FSC_median,FSC_mean,FSC_sd,FL1_median,FL1_mean,FL1_sd,normalizedGFP_median,normalizedGFP_mean,normalizedGFP_sd,PopProp_0copy,PopProp_1copy,PopProp_2copy,PopProp_3plus,Cells counted
DGY#1657_T8_E04,448121,528751.244003992,314455.337060719,1154,1482.64590537448,1893.51265356532,0.00237461253478483,0.00319009659581184,0.00414503883908803,1.1045041533702,2.43599425105357e-05,0,0,82102
DGY#2076_T8_F04,232615,260981.57766,132630.495878541,12427.5,14030.71504,14639.611402152,0.0582732390215628,0.0583660851851677,0.056045167055105,0.509584294203058,0.0840318703710482,0.00689385897482826,0,81957
DGY#2071_T8_G04,227594.5,259261.60766,138893.094424373,31195,35105.46692,24732.3664888067,0.138063711588875,0.137157157008212,0.0623762654314043,0.102322948642588,0.365434437114928,0.123549517775891,0.000130625040820325,91866
DGY#2150_T8_H04,176050,201846.47956,109905.595909914,21460,23598.64204,20104.4050019599,0.131594583391004,0.118568401961814,0.0735688480586699,0.239698953680475,0.205580370800955,0.0810989414428196,0.000122376552652512,81715
DGY#2084_T8_A05,210868,246227.79666,139979.450879406,31828,34899.67308,30393.9020585368,0.157300747947816,0.145617228412617,0.0959154696463748,0.251267449128412,0.243280783387735,0.241289904391509,0.000104173900965345,86394
DGY#2086_T8_B05,198239,223500.16329,117429.989932673,20480,24509.50261,28687.4480408022,0.129176768209341,0.110981828659275,0.104394875011605,0.459155504344904,0.157532766815498,0.171035575399683,0.00129626962408181,83316
DGY#2089_T8_C05,216763.5,250695.54028,142093.16981197,30287,40870.16365,50479.1526690949,0.167163135255835,0.163151300980903,0.162871746795179,0.498803700866286,0.0412399080676528,0.424409216807119,0.00565737521362485,84845
DGY#2090_T8_D05,172639.5,195058.82315,100332.841909084,26477.5,28224.95898,22453.6963320035,0.161857907599261,0.147050711293088,0.0893000470021187,0.227370557879032,0.175410277105192,0.19028052926358,0.000195661212610365,81774
DGY#1972_T8_E05,218664.5,255018.82242,144950.116669082,56839,63857.78653,61062.3824599335,0.282269863098487,0.253865833682544,0.178202366367452,0.273650742636762,0.0349395101122564,0.567112784371341,0.029005302908565,87122
DGY#2135_T8_F05,216435,247520.5988,129521.666791997,37153,39217.45674,28054.8852866262,0.168717660014332,0.164035760131508,0.0915451020869931,0.169811320754717,0.276361568312592,0.294593871269905,2.23025112627682e-05,89676
DGY#2143_T8_G05,247708,276134.08139,131841.277112668,40037.5,43483.93965,32459.5640695824,0.172580864172352,0.156285571657253,0.085914001967524,0.18592543006811,0.296972788031409,0.293700126443743,6.37531478116732e-05,94113
DGY#2144_T8_H05,182203.5,209003.30157,114522.801239081,20954,22882.65679,20515.0455128888,0.125610733251277,0.110602605578338,0.0743016992565741,0.278934465220096,0.215119470159903,0.0697061729298547,2.43941112615415e-05,81987
DGY#1657_T8_A06,216189,254173.69669,149134.553000421,31979,35655.17544,29186.9109704494,0.152200952213636,0.145518497034537,0.0837872685531601,0.186198392400438,0.294254658385093,0.196908111070515,0.000148428936792108,87584
DGY#2076_T8_B06,191357,221239.88544,120457.054583905,35149,38455.51798,26957.1061280714,0.181646224630334,0.181378950722655,0.0951216338529366,0.133480585910253,0.215322018135317,0.306789118809579,0.000837014647756336,86020
DGY#2071_T8_C06,206408,239446.35249,133577.4722738,30377,33967.93437,26973.3244054918,0.151050761898922,0.143976155047105,0.0787113195140687,0.168050351156685,0.272006192923015,0.178831871115399,0.0001458478246236,89134
DGY#2150_T8_D06,198383,232175.31339,132007.949862027,32402,37020.12407,27083.4945561183,0.162880584753625,0.163093504069917,0.0745794624509015,0.0970760887795606,0.258187510482473,0.219187119136803,0.000156538268015877,89435
DGY#2084_T8_E06,216416,252489.99182,141744.333437422,36153,39398.68385,28561.4536210755,0.165398441530997,0.163880672306213,0.0896627528199381,0.145831924819147,0.28499312645077,0.269229035674847,0.000169021702386586,88746
DGY#2086_T8_F06,189007,214938.29462,112057.759580366,28442,30938.77018,20078.3272031506,0.150150452962197,0.149482001821666,0.0704853595791687,0.109758775731937,0.252690222730793,0.147508582128368,4.62336881768901e-05,86517
DGY#2089_T8_G06,228566.5,256041.59813,128528.456532127,19045,19447.31073,14957.9423261431,0.0839285426425144,0.0823260924970828,0.0564661724470396,0.26117316774324,0.11935096296825,0.0166779677146902,0,84063
DGY#2090_T8_H06,246120.5,277511.57263,151264.841908865,16003,17199.5961,17350.6528842986,0.0698641332344726,0.0653852719364667,0.044012932674347,0.26461524568513,0.0737789116030207,0.00351059386605561,0,88589
DGY#1972_T8_A07,210214.5,246999.40424,140680.509964665,55378.5,61941.36066,48460.4474776843,0.271474176263012,0.259011996881691,0.143866432052751,0.170455941993364,0.0420749215145184,0.629973074731585,0.008647368362251,89507
DGY#2135_T8_B07,188992.5,215328.76865,112874.126651449,30202.5,31697.83502,25636.3017983347,0.165116199299116,0.151503895384152,0.098193925463021,0.249902460363439,0.196604438349038,0.239770161147303,0.000319220628746409,84581
DGY#2143_T8_C07,205149,232099.16463,122250.068394713,27903,31229.69696,24025.9223173217,0.144354046635893,0.135418635658791,0.0735691694573458,0.164366571956885,0.287726063230055,0.132210345916204,0.000270599377621431,88692
DGY#2144_T8_D07,204896.5,235216.36466,125754.706333343,27465,31015.71208,23546.727593203,0.141084804810307,0.134577640672842,0.0707114146489768,0.14804812177756,0.282057005111265,0.119634845880856,0.000267839207195947,89606
DGY#2084_T8_E07,249025.5,278163.82896,135422.5765785,42929.5,46677.00039,34768.5356130775,0.183837812851293,0.168640775230719,0.0916481721663055,0.183318338184705,0.252765281820587,0.360550410161418,0.00021169621593014,94475
DGY#2086_T8_F07,216285.5,250201.08604,138501.876596916,34429,37390.3851,28624.9441621464,0.157162186236651,0.156980411086867,0.093291568544751,0.165177809388336,0.290788051209104,0.237246088193457,0.000580369843527738,87875
DGY#2089_T8_G07,207132,235010.18333,120261.1502381,31054,33119.21348,24580.3800533405,0.151695267968458,0.144096462723759,0.0794054057224751,0.178978098923961,0.276671662826335,0.183161450526834,2.23708641864835e-05,89402
DGY#2090_T8_H07,217163,247878.24592,128732.300548302,31023,33393.8382,25553.4926239873,0.144928040692156,0.137367027095741,0.0777544061767898,0.183737208169052,0.29808842422363,0.169029371372879,7.75262481725956e-05,90292
DGY#1_T11_A01,301539,342229.95807,185607.247789716,941,1272.41023,1460.98843355222,0.00294946150883464,0.00412333170020818,0.00482153919450578,1.07010000218823,1.09411584498567e-05,1.09411584498567e-05,0,91398
DGY#620_T11_B01,273926,314752.22746,190656.426783841,1106,10165.8562,31434.0750562794,0.00406235821485691,0.0249473603713203,0.0543283729250147,0.914356704713099,0.0884607278737258,0.0230497043914235,6.65535256730225e-05,90153
DGY#500_T11_C01,319644,365900.87137,212678.642150611,32060,35531.05438,38932.0680349775,0.109452130264025,0.0966387271819419,0.0791005560517918,0.369646923570118,0.4109349782229,0.0970462735734341,6.6326192213305e-05,90462
DGY#1315_T11_D01,302425,352765.32504,223637.267929753,33996,38788.59176,40076.732544024,0.121400971111605,0.108123051824131,0.0741804627541109,0.272284813951481,0.439339981006648,0.0972653889320556,0.000151083484416818,92664
DGY#1657_T11_E01,363916,424048.61913,238323.289627873,899,1336.71498,1788.4141715934,0.00229957031397775,0.00342824425340483,0.00443196662684144,1.14939897652233,0,1.19845160053211e-05,0,83441
DGY#2076_T11_F01,324887,367372.65836,201652.232852163,22055.5,22303.02378,18158.1519073391,0.0683600223842366,0.0655593759704382,0.0462566983652358,0.273791961802232,0.131169694034977,0.00662154705465029,1.12611344466842e-05,88801
DGY#2071_T11_G01,291324,340166.32434,210930.487156571,31485.5,35869.92492,39104.7600606629,0.116164984320908,0.10236481981884,0.0755676595258603,0.318713771298085,0.407276479887581,0.0979053223256631,4.39135780783418e-05,91088
DGY#2150_T11_H01,265414.5,299537.14991,184867.928163638,2254,16363.42281,27489.076889333,0.00894870623559994,0.0529235613133249,0.0636039054415105,0.620473031057817,0.189576123614081,0.0211387131615491,0,90734
DGY#2084_T11_A02,291884,338826.349,195751.31861345,36072,39598.97661,39453.264496106,0.129959655471687,0.11625499275011,0.085642066113146,0.310885700695773,0.402851675276263,0.169352786965034,4.42463192593166e-05,90403
DGY#2086_T11_B02,284562,326841.25023,188424.875467672,31750,35569.16994,37136.2824866799,0.120687891081738,0.105064584156854,0.0744037084898412,0.295295177235005,0.414298887054232,0.0894967083395879,0.000107220208864967,93266
DGY#2089_T11_C02,315427,365082.48225,230521.834821767,42010.5,56131.14719,67835.7126945512,0.158186881112491,0.15128018045267,0.126279636645818,0.285901625012294,0.150152447353754,0.396483329144218,0.00269924705213809,91507
DGY#2090_T11_D02,276184.5,319604.56021,210142.724611722,31720,35988.00896,39639.1543473202,0.122761022430291,0.107811093075192,0.0731426944005173,0.277255059063004,0.419103714851828,0.0901373986292619,7.57912060546346e-05,92359
DGY#1972_T11_E02,297719,347036.46928,201708.701973453,74226,83470.15788,79615.1124507201,0.262991293903289,0.242372637210519,0.159261437854649,0.229623365641059,0.065233417897179,0.639335198074546,0.0300635312994644,92238
DGY#2135_T11_F02,322571.5,374619.36466,211857.483908122,44584,49918.8724,45752.1854222002,0.138097449229836,0.131271085118197,0.0790391187225617,0.195937821589124,0.52560255646428,0.191864810702486,0.000162487136435032,92315
DGY#2143_T11_G02,307692.5,346114.97166,178226.308705436,32433.5,37864.43286,42550.7441793684,0.126757538046953,0.10271197211889,0.0905681245491499,0.418043907910902,0.352555953207628,0.150451364777523,0.000149564660007478,93605
DGY#2144_T11_H02,268287.5,313792.59965,243322.28752774,3168,19620.84654,32244.2056726204,0.0133612966393259,0.0606691394278878,0.0664753459285165,0.564896395997521,0.221719206588152,0.0261334454972107,0,90344
DGY#1657_T11_A03,326570,372238.1344,211759.104568758,1926,21017.16787,35699.6649759359,0.00612471838401966,0.0529475047773608,0.0745845871324182,0.695339135115737,0.222220976134936,0.0550870267360488,6.7288713439799e-05,89168
DGY#2076_T11_B03,287495.5,326457.16587,174970.797762922,1864,21085.53728,34630.362630284,0.0064269111943309,0.0643319947153077,0.0912328313591856,0.685916628918032,0.178740705549602,0.103843731701119,0.00086177370706323,90511
DGY#2071_T11_C03,287704.5,338830.2111,223034.830788011,34117,40550.55642,44904.3843678921,0.126020465102527,0.114614192210732,0.0737332165035441,0.240248390563764,0.435888528220772,0.114945773126486,0.000119418540271189,92113
DGY#2150_T11_D03,276215,326047.15366,218757.773881355,3356,25700.96285,41657.2367280091,0.0130400215378578,0.0731241593807644,0.0828591436273052,0.567543282927898,0.237146614069691,0.0903243480166557,9.86193293885602e-05,91260
DGY#2084_T11_E03,303431,353560.35061,202770.389187294,35176.5,38321.36539,39850.1596734277,0.121963817726473,0.108981089215556,0.0890743549254585,0.358632110071351,0.388528306919469,0.166285091911356,0.000144479761719531,89978
DGY#2086_T11_F03,282041.5,310315.84396,153224.329875908,668,3657.28645,14646.4424231543,0.00229396829571187,0.0103480211706919,0.0318809689333481,1.03686306088668,0.0324564935355433,0.00599472106652351,2.23683621885206e-05,89412
DGY#2089_T11_G03,324542.5,362989.96058,209418.830092017,1146,5987.79222,12265.8721646611,0.00347802006789247,0.0167913709541919,0.0319037775988249,0.931114551083591,0.0285087719298246,0.00121962660662351,0,85272
DGY#2090_T11_H03,349416,393266.70577,247537.984769,2347,11007.45572,16917.5665063674,0.00695460133286417,0.0285377703989605,0.0354938335124537,0.664702435946549,0.0311985938661919,0.00132951754287131,0,88754
DGY#1972_T11_A04,295802,350571.74112,212427.381591145,64531,74866.20551,79485.0570646641,0.23509095214356,0.211041233803333,0.146486391528163,0.256268068048705,0.0962268003567936,0.587409055249272,0.0103599101567957,93051
DGY#2135_T11_B04,277825.5,320468.66958,197879.265321009,34985,38084.07173,40688.3318182251,0.135023022629728,0.118933071414151,0.0873868975877285,0.308016510024721,0.376202040883003,0.170044542217092,0.000337606046415386,91823
DGY#2143_T11_C04,278643.5,318505.11891,222636.391677058,1686,15620.90568,30733.5758288224,0.00624484775513227,0.0453300489892074,0.0684527848194228,0.72916898184162,0.171760051563577,0.0330273598115262,0.000388949392127664,89986
DGY#2144_T11_D04,285043,327489.09264,202469.844833304,3026,22344.2574,33761.5572787925,0.0113432117636526,0.0655940284037411,0.0759043549720047,0.575487241745615,0.243696750276411,0.0518459904177597,0.000314349513300236,92254
DGY#2084_T11_E04,310681.5,351226.70208,194103.627371033,40894,45268.67667,41590.2176291006,0.148129437810138,0.128273517358794,0.0854306076012652,0.261372675880063,0.428019897542505,0.180435497385531,0.000254552782580105,94283
DGY#2086_T11_F04,288016.5,338102.91748,210006.174087621,34657,39621.90859,47353.1335014934,0.128348633860664,0.119000184384618,0.107750268778776,0.391806179991426,0.304085917490189,0.225203636323664,0.00279209858086643,90971
DGY#2089_T11_G04,300909.5,345823.00871,222010.453791,31553,34679.59539,40378.6876946037,0.112978032163716,0.0969046738200548,0.0745400744119826,0.338102866049009,0.416886743440991,0.0872802840072734,0,92392
DGY#2090_T11_H04,305960,348605.62466,220727.242693637,9101.5,26747.996,37611.5120565573,0.0381504013143141,0.0723286616700124,0.0751560785381799,0.515973424152755,0.326302272346603,0.0649991625258221,1.11663223717269e-05,89555
DGY#1_T11_A05,260323,301251.72346,176941.466889281,1041,1305.76041,1569.21686286576,0.00375186902220239,0.00489366306072981,0.00577925412926513,1.05743095133713,0.000175361683472161,6.57606313020605e-05,0,91240
DGY#620_T11_B05,224048.5,267491.46772,173931.98152031,38126,47618.30083,39422.5552630431,0.1705103682382,0.181010474266729,0.0598467606926207,0.0145995059985886,0.359231651376147,0.258854534227241,0.000385938602681722,90688
DGY#500_T11_C05,262132,300237.62314,166220.124859538,45116,51429.79007,31856.1060047307,0.170493792682583,0.180203248448255,0.066439773122729,0.0224410702326449,0.446087634355478,0.300231656840464,0.000428180889957511,91083
DGY#1315_T11_D05,316849.5,352902.0331,200237.535844766,45820,55724.32827,40706.6999078405,0.153604676298465,0.159118703296619,0.0573716732290646,0.0272236388180591,0.580320983950802,0.135550365338876,0.000385695000964238,93338
DGY#1657_T11_E05,263436,323459.51874,217617.310367499,1719,2019.55896,1807.6562546942,0.00591369500140818,0.00685833046471446,0.00569483435537113,1.05250508007953,0,0,0,91534
DGY#2076_T11_F05,248375.5,280420.83842,148009.347974617,24906,27198.60785,13289.9463502208,0.0993038289396144,0.107253465093522,0.0439381402010709,0.0114346542133095,0.188448595563492,0.0240368106586086,1.14461003136231e-05,87366
DGY#2071_T11_G05,238579.5,275783.01397,152967.262305357,40307.5,46570.73554,29610.7712472029,0.165278491270551,0.17419808603252,0.0601533982744014,0.0219957546352452,0.38621989256628,0.265107866920811,0.000530670594351066,92336
DGY#2150_T11_H05,219778,251341.30753,150041.492161278,32074,37337.14848,42417.4107251093,0.145541499553705,0.152138194985716,0.0477070964340849,0.0172310158284913,0.383846479218148,0.134931766067811,5.56557358801398e-05,89838
DGY#2084_T11_A06,244436,283436.9773,162300.340302805,43898,50093.33635,32133.3964167866,0.176471203953155,0.185830509297846,0.0707013806467324,0.0368855596260047,0.37430149270053,0.330843676526874,0.000273388375526273,91445
DGY#2086_T11_B06,226520.5,263838.87226,167519.270107259,38487.5,45310.18369,30989.9958235547,0.169448902369963,0.179019759584024,0.0605259139225131,0.0145458923450737,0.370466037694547,0.24744434472342,0.000481579581025764,91366
DGY#2089_T11_C06,233742.5,271802.33178,154394.802339869,73285.5,85473.09274,55513.4692368907,0.307315359924063,0.325864022813159,0.110563878139473,0.0170245148665543,0.0263303799532532,0.784943197260423,0.0259824971462738,91985
DGY#2090_T11_D06,214780.5,242244.40615,130281.597214944,37441,42852.93143,25241.7662201595,0.17284774997071,0.182331736373107,0.0574404332416415,0.0139100989310139,0.336044530022354,0.26247703782396,0.000619702100347476,90366
DGY#1972_T11_E06,236894,275221.44648,163988.592357617,85717.5,100393.88562,65486.8919012761,0.355266815157735,0.379212085087005,0.128211439716145,0.0106171420995647,0.0098327330578695,0.745243829683806,0.0786950085069713,90514
DGY#2135_T11_F06,251802.5,290954.62527,166111.381379692,46663,54362.13703,35934.3904533443,0.181493633419129,0.194668439303427,0.0671840889248347,0.0108797015853279,0.3976611321321,0.387360252108947,0.000385881041450055,93293
DGY#2143_T11_G06,252014,285132.98955,146185.160952322,51095,58802.60299,34802.9207889672,0.198306139741332,0.210213386878421,0.0653074562296,0.0132286024979149,0.304500680961581,0.456550428108405,0.0007495856164022,94719
DGY#2144_T11_H06,217588,247030.41295,140376.755421313,32074,37070.14151,27058.2133262913,0.146213512783205,0.154209926202318,0.0478140257706068,0.0123717728816935,0.376166078325052,0.138380160899443,0.000177055783637832,90367
DGY#1657_T11_A07,260541,308099.50352,185523.230857232,45063,52481.08986,34758.5654760481,0.171304384890183,0.181634026050236,0.0672334010512689,0.0157068062827225,0.437942716353557,0.29264375907431,0.000604954023494214,90916
DGY#2076_T11_B07,220083.5,250764.38553,135197.12155167,45067,51489.74288,30127.9734486817,0.197899831632332,0.21552070759558,0.0822583961005138,0.0134300055772448,0.285789180145008,0.426960401561629,0.00411600669269381,89650
DGY#2071_T11_C07,232504,271159.52608,160174.845642807,39703,47370.24107,34488.8569283602,0.169936583379003,0.179249980697802,0.0674078432815411,0.0346692146494533,0.354021216299851,0.281360275355867,0.00122694057481623,92099
DGY#2150_T11_D07,224908,260786.18993,147784.199867218,39003,45824.72843,31207.9813929771,0.171377698028384,0.180068078749562,0.0647112423292342,0.0326098799328844,0.332875727266784,0.292377590377198,0.000457606066548997,91782
DGY#2084_T11_E07,257975,310927.43559,197602.895657261,45684,52005.30213,39483.1506657654,0.180924584139406,0.187652056519687,0.0972324595795436,0.101076112055069,0.320132444560624,0.376497625582712,0.00185160981135364,91812
DGY#2086_T11_F07,219594.5,249050.61382,131819.090748725,35693,40428.82146,23047.7236705161,0.15882401552861,0.169260829690866,0.0564355097549897,0.0140345431567745,0.369753674921846,0.213223067201738,0.000144114582178569,90206
DGY#2089_T11_G07,255342,286316.4779,146228.28593317,24775,26856.81876,13230.444194972,0.0969572790047877,0.103204375192708,0.0439313122968841,0.0318142444116952,0.182436917123218,0.0239506811713222,1.12497328188456e-05,88891
DGY#2090_T11_H07,278416,312054.94482,161318.834140518,22483,25556.20919,13989.3137429847,0.0819203277492692,0.0871630698825134,0.0329838539490905,0.0152663514067932,0.141111183088251,0.00703936429789899,0,92622
DGY#1972_T11_A08,243094.5,289365.9085,189305.400045651,69036.5,78239.58642,57658.6814250674,0.295967179048252,0.299591717462253,0.136234564153986,0.0962943575650505,0.0242099064319833,0.723941634495845,0.0223450893149251,91698
DGY#2135_T11_B08,208955.5,236231.54023,124395.50751514,40668,45997.98063,32943.3214155903,0.191751614710765,0.203444754308837,0.0766196725688724,0.0285868271541174,0.270586782241585,0.371583840470683,0.00136983225168983,89062
DGY#2143_T11_C08,230150.5,265261.40482,146779.264340364,37627,44452.46121,29313.5529496317,0.161913819947592,0.17301279612452,0.0639588968292397,0.012745566759388,0.382529989568846,0.221401251738526,0.00148861265646732,92032
DGY#2144_T11_D08,238702,272630.97479,149070.534605548,37390,44125.14529,28938.668153458,0.156247910106886,0.166511733811819,0.0647756298260879,0.0161240210415796,0.397443726630883,0.203130524218172,0.00215344068395847,93339
DGY#2084_T11_E08,259124,294078.7289,156259.694400394,50106,58324.44738,35121.6225896023,0.190480901276559,0.203039099320685,0.0617343311549221,0.00859897781758786,0.364223615575109,0.392402128668528,0.000526898150587491,94895
DGY#2086_T11_F08,236269,271879.97156,156828.298771263,47559,56021.71203,36984.4621043788,0.194514638636919,0.21708708935051,0.0940428107908446,0.00905530004621174,0.32085249653412,0.430869440837973,0.00747089760799243,90886
DGY#2089_T11_G08,241486.5,275846.24142,145856.037825622,40479,46391.53077,30138.3291731009,0.165597453605894,0.173987356298494,0.0641409410789169,0.0320721030781475,0.390651551980038,0.274161629632816,0.000516251156187485,92978
DGY#2090_T11_H08,248372,285839.93306,153901.985128869,41776,48895.71043,34132.1411215077,0.164748379093939,0.17542257489114,0.0585567303919958,0.0119145835788752,0.419839067405257,0.27734621936977,0.000364294821656256,93331
DGY#1_T13_A01,320736,371358.47799,214162.970034494,1224,1505.30489,1633.0105249893,0.00355709535095741,0.0045504140608115,0.00486456282373118,1.09571813890762,0,2.24769611148573e-05,0,88980
DGY#620_T13_B01,339322.5,400610.74487,233992.249094082,64454,78470.10677,59025.1646615237,0.188303133562644,0.200760978357684,0.0838428547279298,0.0341384065152756,0.481428017408541,0.442797431809368,0.00297324083250743,92828
DGY#500_T13_C01,354913,413904.72054,243729.862231059,72614,83367.73629,50137.7871199458,0.202101813572403,0.222502204204207,0.09906070962358,0.0136970560522143,0.496851515639004,0.518775997977616,0.00702089030864339,87026
DGY#1315_T13_D01,340574.5,391719.51518,209043.742951236,71608.5,82010.24144,48233.3427711468,0.202536274251008,0.220355176894675,0.0868145018229561,0.00888609542799553,0.447740005851819,0.513356234896347,0.00750983430683037,92279
DGY#1657_T13_E01,446149.5,538477.84176,330693.191517003,2421,2862.61344,2515.11360311135,0.00512761855774003,0.0057105359386013,0.0043625065440349,1.03837521213117,2.18974106311929e-05,0,0,91335
DGY#2076_T13_F01,360021,398251.97848,189062.507843674,36894,39850.7031,18516.5970240718,0.103697855978918,0.108611703337293,0.0438387005578456,0.0272450138924823,0.490016535991091,0.0434660337244226,2.24979470623306e-05,88897
DGY#2071_T13_G01,310710.5,363219.18855,207836.500098635,61140,70289.27379,42237.836238461,0.192207309286462,0.208655557183172,0.0861230787686513,0.0115545632151828,0.476092659782305,0.460608428691041,0.00291375941948088,89575
DGY#2150_T13_H01,327731,375960.70424,196058.22413586,56923,64588.23946,37181.8716127072,0.167596472849082,0.179988129321715,0.0665419193934429,0.0113970825187445,0.580391861988957,0.319730594882592,0.000655251681096526,93094
DGY#2084_T13_A02,348549.5,419759.00733,272599.345030297,77127,92871.25895,67819.2012570387,0.214185763247619,0.237877145786738,0.121348958101394,0.0457255554668886,0.382630900945063,0.552628278936148,0.0230052782179459,87719
DGY#2086_T13_B02,341996,390858.29508,200280.710269458,63532,72592.74876,42252.128015472,0.180486001139787,0.194669054960963,0.0754005232423006,0.0114810072556551,0.546233461374306,0.392840375586854,0.00163252240717029,93720
DGY#2089_T13_C02,317014,367536.1613,204517.398831766,103944,119733.19308,71960.4519654066,0.320596862233203,0.345905026232709,0.135341565793556,0.0110957914779069,0.073807804258858,0.802792550281225,0.0707438776180159,91386
DGY#2090_T13_D02,336292.5,382738.94699,199899.488018818,66666,75382.60536,43639.2250214096,0.190601913267647,0.206664153005241,0.0816078432667884,0.0143976217342245,0.494596823192431,0.456742036281573,0.00429650203975349,92168
DGY#1972_T13_E02,369088.5,436844.45627,264537.280698108,151075,179062.26395,127309.481794022,0.403251187921363,0.442932107349693,0.224047183922001,0.0396684362065863,0.0348659348569372,0.585106622278208,0.288240057585028,88912
DGY#2135_T13_F02,883361.5,1006565.17499,556648.641761378,194934.5,236940.14927,168769.843942994,0.231121176981729,0.231555722438156,0.0871152554425785,0.035446534262791,0.325989740891753,0.683545968696567,0.00800999605418914,76030
DGY#2143_T13_G02,423415,481848.27403,236437.933604373,94771.5,108357.57671,62965.9015353817,0.21727068584782,0.230031255794633,0.0793853303803392,0.0099424329966472,0.418056639183519,0.571779516268477,0.00596756847942981,94846
DGY#2144_T13_H02,332386,377480.95231,192606.489067309,60007,67468.03667,36958.0248858786,0.174397662869079,0.188319506316866,0.0714044072970313,0.00853728561987411,0.567057778355597,0.365326486170247,0.0015276107517795,92301
DGY#1657_T13_A03,341654,398355.84475,229577.214912044,63140,72663.86143,46090.0241537441,0.18046739648591,0.198302981525757,0.0950116292729729,0.0333006200651291,0.534750412633269,0.398648347236472,0.00401481018869608,89668
DGY#2076_T13_B03,383212.5,452312.384,270466.298605064,96078.5,114745.73563,75090.8521406742,0.24448515002965,0.272442076901735,0.125594293555316,0.00910327155845761,0.326953550837838,0.643286618190809,0.0511806156508839,88979
DGY#2071_T13_C03,319015,379504.32862,236547.096238453,58200,72565.5117,55574.5957520464,0.181490185478879,0.195856272999261,0.0805601863405019,0.0188650188650189,0.492690492690493,0.403370403370403,0.003003003003003,90909
DGY#2150_T13_D03,316016.5,379263.24492,232245.29077198,57670,71597.23788,54146.1150402042,0.181384130459491,0.193826995403422,0.074460572016774,0.0151868903969103,0.492624757249776,0.404143664491916,0.00183290056514434,91658
DGY#2084_T13_E03,440993,531838.37623,341693.947065274,101270,122200.8349,86615.4376990842,0.228000939480786,0.246573407742808,0.113660333641298,0.0294651843453917,0.385638759385014,0.62687844888421,0.0276026422646661,86441
DGY#2086_T13_F03,332050,380676.64408,204383.955834087,62380,71207.78495,40792.6370459966,0.184061910883505,0.199423007603525,0.0785671198167314,0.00708892479145372,0.534592853924187,0.422631804543506,0.00205523866046798,90987
DGY#2089_T13_G03,340302,380949.01574,186971.304523629,33495,36632.43146,16668.6668391046,0.0992402647902478,0.105559141455526,0.0417750602919558,0.010510018420785,0.395866059421158,0.0368302688530519,1.13010950761129e-05,88487
DGY#2090_T13_H03,336119.5,373507.03566,190454.128449192,26402,30132.10688,17162.0246200035,0.0796257437391555,0.0855499400599008,0.0351777166005944,0.0152474296566327,0.199875575735085,0.0106633777913602,0,91622
DGY#1972_T13_A04,341251,394331.89364,220162.90039076,121628,139560.87873,85572.7563916455,0.350041937524534,0.378262880909373,0.159052084879819,0.0190439686798445,0.0430816404752779,0.758823851503039,0.130997097957619,91315
DGY#2135_T13_B04,348159.5,398619.41549,217594.351464084,81239,92830.94049,56521.1476484912,0.228264954890129,0.248838980864994,0.107792127899393,0.0198373338623289,0.359055742908153,0.612896471158721,0.0179638078864423,90738
DGY#2143_T13_C04,344522,385005.40052,195088.099763668,53162,62577.86288,44275.0925971102,0.148647190005522,0.16228034614852,0.0704797427573418,0.0157977227198655,0.634389628722377,0.169259832058375,0.00318653145532109,96343
DGY#2144_T13_D04,324799.5,376701.62367,209743.213164008,50902.5,62058.32418,45478.3309237584,0.154266385489635,0.169701461556128,0.0824891517825964,0.0145923392907069,0.595113663247091,0.227434028001807,0.00639826225347872,92994
DGY#2084_T13_E04,434673,498262.61002,262795.79212655,111697,129447.89894,79317.6263231083,0.253264939976856,0.271100262832195,0.110021367629579,0.0235840337505029,0.269068925398776,0.698126542639368,0.0310756885472279,91969
DGY#2086_T13_F04,494457.5,575382.7544,330230.830636885,121416,150426.51762,113631.500662456,0.24254152211981,0.269994503414437,0.133363939342624,0.0221874154872442,0.352925268187145,0.594203551789417,0.0691877760750022,88744
DGY#2089_T13_G04,511280.5,589546.43699,311937.852567347,93486,112112.74562,72053.7378473527,0.186625745579267,0.194006313715192,0.0693012244089897,0.010369223966394,0.627437541454787,0.411728940968384,0.00268627017466283,90460
DGY#2090_T13_H04,383075,437693.32372,227215.052733129,58441,69368.17121,44913.4517446701,0.153671565779844,0.161917752928281,0.0548970929725353,0.00951960931953618,0.714357937310415,0.22892240173827,0.000301185379601145,92966
DGY#1_T13_A05,327541.5,383565.34083,220881.144622723,1759,2056.05996,1931.04530965088,0.00500605844868197,0.00596533940359329,0.00558402671407193,1.10197252753485,0.000181486144667143,0,0,88161
DGY#620_T13_B05,333196,402618.30084,244815.353255299,68169,82206.45195,57549.8881842757,0.199852141187077,0.211605366615799,0.0790214609514313,0.01661918328585,0.439005439005439,0.52046102046102,0.00292454459121126,92664
DGY#500_T13_C05,405874.5,473614.84033,283508.440813316,89616,100784.7145,61481.22669594,0.214415144058587,0.233550703224983,0.113880142454835,0.0300155355003973,0.471152591819551,0.587182619214212,0.0169467405097067,84323
DGY#1315_T13_D05,372879,434004.19812,245902.1894107,80891,92739.72551,55913.1821251027,0.212393336111933,0.227423820530056,0.0915790770542232,0.0159773309356438,0.43204185058035,0.56072148656749,0.00903492997656803,91755
