FSC_median,FSC_mean,FSC_sd,FL1_median,FL1_mean,FL1_sd,normalizedGFP_median,normalizedGFP_mean,normalizedGFP_sd,PopProp_0copy,PopProp_1copy,PopProp_2copy,PopProp_3plus,Cells counted
DGY#500_T7_C05,256727.5,297826.609,167075.798849455,40815.5,45542.75891,34159.4336943739,0.157613698894047,0.156976322057914,0.0793361209084546,0.124466230936819,0.391786492374728,0.255860566448802,0.000337690631808279,91800
DGY#1315_T7_D05,249749.5,284403.54385,152448.69648055,34420,37063.68489,30754.283356957,0.14154101106218,0.131744641182626,0.0817272077823806,0.231002211642172,0.362436946408533,0.180526654101343,0.000174316624358569,91787
DGY#1657_T7_E05,350916,429735.29267,285443.550744643,2488,3275.31922,6643.07335860707,0.00648872787942755,0.0088776685217582,0.0194158465903899,1.13684798114495,0.00136451032686225,0.00272902065372449,0.00018606959002667,80615
DGY#2076_T7_F05,291383,324808.63677,159674.407538279,23009,23913.34533,19817.3459529727,0.0801064055918294,0.0774329894268538,0.051311090837524,0.252028135463718,0.18273444347064,0.014472235331131,0,88998
DGY#2071_T7_G05,243137.5,280652.17603,150475.440715328,38110,42710.61636,30640.3094855178,0.154853843534367,0.154870635816286,0.072541851351199,0.111345912489407,0.365381933642985,0.232624995977388,0.000321808995634125,93223
DGY#2150_T7_H05,236201,267469.48378,142268.114526984,26291.5,28780.71183,26748.9413726785,0.122193712600867,0.106982716546801,0.0744621761687662,0.302194398973588,0.317900278724063,0.095374507808698,5.53023934875901e-05,90412
DGY#2084_T7_A06,247339.5,280881.74611,140737.845018789,41924,45135.68867,30393.0876494458,0.167147525759167,0.165236473942939,0.0837902180537578,0.13557391668726,0.34259866123712,0.312460379710114,0.00015042279550021,93071
DGY#2086_T7_B06,233099,261140.11564,128364.898158217,32519,34494.25099,26534.1234043788,0.145400703614907,0.133672384243288,0.0782316740462028,0.213754867380729,0.333052885911832,0.168236093583147,0.000194155907193476,92709
DGY#2089_T7_C06,238728,273613.45101,143171.312499935,67002.5,72870.68257,52226.3773733485,0.276970810811925,0.270478000042727,0.139626456696023,0.149444928050209,0.0329711663496362,0.721260384090445,0.0127886857744678,93051
DGY#2090_T7_D06,225495.5,253454.56171,126305.897435925,33174,35097.25208,28974.7998102802,0.153597025930863,0.138888741495007,0.0901025969912816,0.260932493647111,0.286531874930947,0.222991934592863,0.000331455087835598,90510
DGY#1972_T7_E06,251129,285759.83327,146239.56465843,72046.5,77118.7834,60227.395686542,0.292440962374493,0.273931204435703,0.163640586850628,0.204721425090693,0.0274947208836429,0.672315772375332,0.0351399642644431,92345
DGY#2135_T7_F06,263561.5,297758.16136,147247.949903175,43417,45155.88607,32051.2098432976,0.159705098049916,0.155603023729941,0.0862089718716176,0.166659463664455,0.393813341400696,0.305681007844069,0.000118849536486808,92554
DGY#2143_T7_G06,291327,322568.35406,179874.819217336,37764,42496.24001,42058.7768984131,0.147974644763126,0.119213443631682,0.0886883601609921,0.300227879121005,0.403563617208882,0.193502582248331,8.01584847756135e-05,87327
DGY#2144_T7_H06,231525.5,266010.63407,147805.177234923,28036,31153.09504,25583.2234295887,0.125363440546599,0.117309777708758,0.0687617020539783,0.202704497167139,0.339058073654391,0.0949783109065156,9.9592776203966e-05,90368
DGY#1657_T7_A07,252201.5,287599.20466,146467.105314628,37196,39666.89844,29644.9563383509,0.148482135695213,0.141791679073922,0.0815654798046405,0.192664422775138,0.366356778753017,0.215684152425892,0.000259743070812455,92399
DGY#2076_T7_B07,231013.5,260982.3761,128326.445385535,42202,44359.45725,30139.7658877651,0.179710238966409,0.176059145889572,0.0960996165575655,0.162744498777506,0.273904121550821,0.367184771219001,0.00106968215158924,91616
DGY#2071_T7_C07,251463.5,286311.07203,150068.791082857,35269.5,38646.14154,31649.8243979462,0.142968997833269,0.135145853317639,0.0791672430627969,0.204122577096075,0.366997810352824,0.194209839389919,0.000129437271462318,92709
DGY#2150_T7_D07,253081,295371.22319,163006.300378943,39278,44341.89976,32804.7450041307,0.151713011539529,0.152318122393626,0.0750408973193104,0.120729638616306,0.395213759635825,0.2353825341951,0.000182517017027764,93142
DGY#2084_T7_E07,242318,277221.13616,140935.27489592,41842,44862.85355,29444.4437818261,0.168093175016247,0.167543021441546,0.0845906967199369,0.129286627239445,0.338250904443145,0.320097051623665,0.000270791360672429,92322
DGY#2086_T7_F07,226643,256176.6289,127770.112833275,33844,35987.40494,24030.6078100846,0.147716041743621,0.145148493284514,0.0747658237722075,0.145479176681379,0.337412052615479,0.190698335008522,5.46257046715903e-05,91532
DGY#2089_T7_G07,285366,318821.50529,157836.919570391,23588,24253.82574,15621.6570710623,0.0817933346730041,0.0821966960152894,0.0480196627956985,0.176877357412276,0.177151674477083,0.0132929477654589,0,87490
DGY#2090_T7_H07,312037,347557.74868,174864.661866038,19628,20820.44513,16139.1250309643,0.0659975741596856,0.0623515848630782,0.0395089971610533,0.239689082816234,0.102275966408665,0.00222553555375271,0,91214
DGY#1972_T7_A08,264865,304601.4426,172373.804466793,62984.5,73576.01693,60063.0204667587,0.251744200763949,0.240464450865342,0.121708651711676,0.147297887526499,0.0643223146658713,0.682681552343109,0.00599759244068988,93871
DGY#2135_T7_B08,224380,255165.66498,131278.186265488,38043,39840.75086,30337.55558677,0.169916055884691,0.161030020040028,0.0986567245864798,0.214723041771113,0.266199338938308,0.311419951640453,0.000554581956121476,90158
DGY#2143_T7_C08,241255.5,270765.66556,134364.135975974,29036,31068.06011,28245.0592749856,0.131267966873062,0.115116548769395,0.0838509182990373,0.318374407427276,0.309878584175434,0.142972881244594,0.00020801629096005,91339
DGY#2144_T7_D08,281309,315958.79118,159724.088726304,35118,40382.6685,30391.334049506,0.129853314991366,0.12668767878379,0.0630415535574551,0.135751056794877,0.465607081572009,0.103597287908592,0.000230192943539949,95572
DGY#2084_T7_E08,305516,336440.47868,154720.904456449,54558.5,58892.72196,41719.993967478,0.187663599280372,0.174173497481207,0.0902024091138936,0.172233338463906,0.326899594684726,0.397075573341542,0.000102611461700272,97455
DGY#2086_T7_F08,243023,277876.9756,144844.483091006,40854,43080.44731,34378.4041938647,0.165808205437901,0.162184518971293,0.103653279332256,0.199605093845676,0.300250698850779,0.332364556063362,0.00115365842836225,90148
DGY#2089_T7_G08,266206.5,297895.4742,144147.271751732,39373,41945.69551,29602.4319418129,0.145098906558932,0.1439553982119,0.0753679195932134,0.15282901509952,0.427590940288264,0.218964481811942,7.50686341798216e-05,93248
DGY#2090_T7_H08,280810.5,317552.18066,160367.619440492,40320,43390.38564,32285.3733098975,0.140954635072525,0.139266786778501,0.0756309294392396,0.164747984305609,0.45488940628638,0.207379381709999,5.38955719398094e-05,92772
DGY#1_T08s_A01,206220.5,247956.5348,162841.085453829,980,1473.16345,1741.69734333795,0.00423717068963353,0.00696126135565709,0.00865438317705549,1.01766120719276,1.14534417592487e-05,0,0,87310
DGY#500_T08s_B01,189294,228476.08459,144186.282861115,41816,49309.89422,31661.2963925058,0.21488671776222,0.227637989705824,0.0785172466982387,0.00705723686505214,0.19512620478776,0.44003673948681,0.000534815314320261,86011
DGY#1315_T08s_C01,192133.5,232753.27458,148617.454893022,75603.5,91176.15766,63264.3807336847,0.38440925254324,0.408583472148007,0.136001101490224,0.00608297926679204,0.00436488588609505,0.655591929604606,0.0703373499570477,86142
DGY#1657_T08s_D01,199102.5,238460.86012,150071.295271599,36369.5,42741.51337,28607.4809846799,0.178148848363254,0.188809791012155,0.0692267018363726,0.0140699069382811,0.301314977229579,0.277123589223942,0.000442596410310167,85857
DGY#2084_T08s_E01,188893,232274.2053,156412.058323373,36362,45223.81065,34956.709764089,0.190254334435238,0.200139737771094,0.0644402795457956,0.0072157024698581,0.232026706129332,0.318202154386206,0.000321207741106561,87171
DGY#2144_T08s_F01,182969.5,222366.36276,148387.921136005,38486,45215.16187,32947.0269480804,0.204089428395276,0.218185863540301,0.0923209293794436,0.0224872355064154,0.213260588796215,0.378915349982498,0.00142431228650404,82847
DGY#2150_T08s_G01,236694,272129.89223,144957.603844274,49719,58231.7125,34480.0587332343,0.204092572244189,0.216913887878572,0.0602975118326984,0.00414312617702448,0.243304038501779,0.474858757062147,0.000324335635070098,95580
DGY#2135_T08s_H01,176024.5,209267.68923,128731.914937247,29295,34890.06062,23187.9454728063,0.164641429868866,0.172630553009537,0.0539133346250086,0.00731804514002101,0.262942433793428,0.175621007378425,0.000193215713267881,82809
DGY#1_TON_A02,399510,461035.3683,243567.147558887,2341,2808.9145,2542.04315319961,0.00563789887188016,0.00643092657103123,0.0108684091357151,0.995746835443038,0,0.00030379746835443,0,9875
DGY#620_TON_B02,580309.5,695257.7451,386428.825984645,155515,190913.7025,131069.460542526,0.267079271198191,0.273243842329643,0.075962556863837,0.00787150303159238,0.176789703223061,0.768216147218381,0.00925433464525051,9401
DGY#500_TON_C02,493668,561730.8449,286733.615279073,3433,4035.7177,3080.00242790526,0.0068226451951489,0.00702756344427597,0.00440486646047996,0.974027307257982,0.000102658864592958,0,0,9741
DGY#1315_TON_D02,748798.5,847505.574885321,415567.55786985,97815.5,111075.399197248,59975.0700306261,0.128441208498149,0.133809714216463,0.0422708573415166,0.0103480714957667,1.04354253460556,0.0678672221475608,0.000134390538906061,7441
DGY#1657_TON_E02,402765,476289.0386,264731.357311554,119218.5,146400.0571,102080.407295144,0.278231607134881,0.2952299907819,0.0723550724269847,0.00343851132686084,0.039745145631068,0.893507281553398,0.0170914239482201,9888
DGY#2071_TON_F02,519366.5,591445.6226,301445.233292931,139264,159929.7569,91878.434587874,0.261794608235672,0.269125411412945,0.0689226188566065,0.00744801903382642,0.136443570911348,0.821557877314575,0.0069307954898107,9667
DGY#2076_TON_G02,483620,543772.427897919,272987.302264753,251939,291355.774315876,171258.539670433,0.515304137532201,0.530500672658701,0.15056268212194,0.0080033698399326,0.0002106149957877,0.292438921651222,0.460404380791912,9496
DGY#2150_TON_H02,853326,1067037.2578125,797932.192387268,248309,332831.680859375,340323.700968089,0.297877920257447,0.278761129191123,0.121812441229615,0.0925039872408294,0.0435938330675173,0.778841041998937,0.0228601807549176,1881
DGY#2084_TON_A03,462639,526999.8619,261048.89963149,123386,145924.3269,84637.180463882,0.260892297526949,0.273792440384157,0.0704292679988561,0.00466531440162272,0.127789046653144,0.829310344827586,0.00973630831643002,9860
DGY#2086_TON_B03,426943.5,474388.0402,236152.537478135,114938,130875.2155,78549.3798777621,0.260155379650125,0.270504443911139,0.0688486084713908,0.0106307583274274,0.0951705983598259,0.860585197934596,0.00647970031386048,9877
DGY#2089_TON_C03,448285,508792.504,261292.91807642,157358.5,185326.6188,115275.006291805,0.343923135985816,0.355364876860629,0.0992834072290507,0.009438801682569,0.00420642248897097,0.818508258951472,0.107315071303991,9747
DGY#2090_TON_D03,523477,603437.776,325068.225348212,120571,138843.8656,80632.0798709209,0.223909910648877,0.230897089028186,0.0615705672031225,0.00651836523538541,0.356337299534402,0.612933264355923,0.000724262803931712,9665
DGY#1972_TON_E03,438611,496463.4777,237836.440819376,122443,142020.6166,79632.0388329413,0.273807788711982,0.28457512577623,0.0741747162934978,0.00393939393939394,0.111313131313131,0.841010101010101,0.014949494949495,9900
DGY#2135_TON_F03,447898.5,514773.0139,268028.748032923,115311,133507.7088,77384.5190745167,0.252334664492594,0.260929699008507,0.0658838316588485,0.0045689917758148,0.189765458422175,0.777743933394253,0.00294446136663621,9849
DGY#2143_TON_G03,476463,537096.09613878,261332.36758127,119998,139809.742585339,84088.3794888223,0.243129117852862,0.252831221572766,0.0704423253682368,0.0233196159122085,0.151691815272062,0.789094650205761,0.00331504343850023,8748
DGY#2144_TON_H03,435236.5,498741.0239,247781.681504221,130643,148315.753,81285.0744577758,0.290726330396652,0.299059326028453,0.0731486863526376,0.00405885337392187,0.0787417554540842,0.878132927447996,0.0127853881278539,9855
DGY#1_T8_A04,304911.5,337880.62032,165355.262879012,548,851.32055,1602.3011037773,0.00170771654344483,0.00281296791138285,0.00425752235531257,1.09674226162008,2.2244714099812e-05,6.67341422994361e-05,0,89909
DGY#620_T8_B04,245836.5,277255.99289,145997.134641551,454.5,1284.29658,4880.90121209052,0.0017382653513808,0.00505622053701773,0.0121104855816613,1.06880103665144,0.0014075224254069,0.0010612272255052,0,89519
DGY#500_T8_C04,223354.5,258796.75249,143537.459167836,33856,37854.66068,28472.6550048662,0.151968592598565,0.150822492034355,0.0790424802891236,0.137330232871634,0.332546984351655,0.198553117873712,0.000314539592671227,89019
DGY#1315_T8_D04,180119,206517.75071,113340.24783208,25405,27357.51481,24972.5925317288,0.153036118383456,0.133722014642146,0.0926169791759311,0.29535223188548,0.191123977282485,0.176686333918035,0.000134931246396722,81523
