SAMPLE,STRAIN,POPULATION,VESSEL,TIMEPOINT,COUNT,FSC_MEDIAN,FSC_MEAN,FSC_SD,FL1_MEDIAN,FL1_MEAN,FL1_SD,NORMALIZED_GFP_MEDIAN,NORMALIZED_GFP_MEAN,NORMALIZED_GFP_SD,PopProp_0copy,PopProp_1copy,PopProp_2copy,PopProp_3plus,Cells counted
57,DGY#2090_T6_H03,DGY#2090,DNA_repair_mutant,24,6,87438,334338.5,365481.416775315,168197.010117776,21329,22188.5530318626,17081.7137041012,0.0677383144129348,0.0624015573689797,0.0397740811534191,0.229465449804433,0.108739907134198,0.00229877170109106,0,87438
58,DGY#1972_T6_A04,DGY#1972,GAP1_location_mutant,25,6,90395,271926,312034.64332098,162570.883383325,69208,77524.2020355108,54915.706409027,0.258187546637924,0.253086915013049,0.123258114127592,0.0940759997787488,0.0777919132695392,0.671121190331324,0.00988992754024006,90395
59,DGY#2135_T6_B04,DGY#2135,GAP1_location_mutant,26,6,90968,247699,277171.872339724,128614.48009382,41485,43641.6397194618,29422.7516774441,0.167131443926843,0.16237293375004,0.0883185470192378,0.137531879342186,0.316770732565298,0.277932899481136,0.000494679447717879,90968
60,DGY#2143_T6_C04,DGY#2143,GAP1_location_mutant,27,6,88959,263745,296933.973482166,145934.96459994,34285,37454.237772457,29972.079434271,0.136651105779261,0.128067905519972,0.076681098575836,0.181207072921233,0.36938364864713,0.132769028428827,0.000157375869782709,88959
61,DGY#2144_T6_D04,DGY#2144,GAP1_location_mutant,28,6,89255,281183,316764.937863425,157856.977610478,35750,39815.3702873789,31849.5324239838,0.135068326352774,0.125887367319481,0.0721754513034077,0.170276175004201,0.415270853173492,0.117954176236625,0.00015685395776147,89255
62,DGY#2084_T6_E04,DGY#2084,DNA_repair_mutant,29,6,93380,318562,349553.540726066,157071.838347811,55556.5,60880.4046048404,39127.061707948,0.183670815636593,0.174391491293094,0.0769394807994845,0.0826622403084172,0.381591347183551,0.34543799528807,0.000117798243735275,93380
63,DGY#2086_T6_F04,DGY#2086,DNA_repair_mutant,30,6,89591,271640,307168.670435646,150018.966328908,41600,44897.1920170553,29698.6569208823,0.150397469258636,0.152838973169332,0.0757627580572287,0.0946523646348406,0.422821488765613,0.214139813150875,0.000334855063566653,89591
64,DGY#2089_T6_G04,DGY#2089,DNA_repair_mutant,31,6,93971,303778,334160.700450139,149487.118739666,43416,46888.9801108853,28613.412533429,0.140604099765797,0.143332044288358,0.0624055002816221,0.0808121654553,0.534952272509604,0.16070915495206,0.000106415809132605,93971
65,DGY#2090_T6_H04,DGY#2090,DNA_repair_mutant,32,6,92386,298378,330339.333881757,151818.150379152,41563.5,44671.3873530622,30796.0595579451,0.138384985855964,0.135888351166281,0.0672439734526146,0.120656809473297,0.500638624899877,0.14795531790531,9.74173576082956e-05,92386
66,DGY#1_T7_A05,DGY#1,0_Copy_Control,1,7,92241,262533,301437.444834726,156701.909785855,1026,1453.57568760096,4147.51903239083,0.00361079497722251,0.00508363031841483,0.0105481922470719,0.984930779154606,0.00160449257922182,0.000650469964549387,0,92241
67,DGY#620_T7_B05,DGY#620,0_Copy_Control,2,7,92251,250851,287848.010189591,151462.143380524,33898,38084.3635841346,32993.800817413,0.142991567118033,0.131581279688836,0.0779138691090766,0.204214588459746,0.335020758582563,0.159911545674302,0.000140919881627299,92251
68,DGY#500_T7_C05,DGY#500,1_Copy_Control,3,7,91514,262906.5,301700.469589352,155094.363122032,41844,46278.7441921455,31529.5628923788,0.15688870537007,0.157332067064788,0.0736568131346384,0.101591013396857,0.385471075463863,0.234641694167013,0.00026225495552593,91514
69,DGY#1315_T7_D05,DGY#1315,2_Copy_Contol,4,7,91527,255673,288436.166661204,143870.437856806,35624,38239.5189179149,29311.9581341869,0.14239548299542,0.1342475661158,0.0777598411264145,0.189823767849924,0.358724747888601,0.165579555759503,0.00014203459088575,91527
70,DGY#1657_T7_E05,DGY#1657,Wild_Type,5,7,78745,349737,399513.664588228,201433.638792328,2350,3038.77362372214,7077.59968307278,0.00627280475775481,0.00862736645629001,0.0209293250109497,0.949076131817893,0.00134611721379135,0.00270493364658074,0.000190488284970474,78745
71,DGY#2076_T7_F05,DGY#2076,Genomic_Architecture_Mutant,6,7,88708,299633.5,330586.258623799,152583.502076715,23692,24655.7643729991,19375.0395546446,0.0802279977683778,0.0780820660614456,0.048814140994105,0.202834017225053,0.167132614871263,0.0114307615998557,0,88708
72,DGY#2071_T7_G05,DGY#2071,Genomic_Architecture_Mutant,7,7,92989,248526,284696.404477949,142951.104163167,38940,43435.335663358,28927.1832743555,0.154230131459733,0.155249600458538,0.068557694798321,0.0918173117250427,0.36170944950478,0.217014915742722,0.000279602963791416,92989
73,DGY#2150_T7_H05,DGY#2150,Genomic_Architecture_Mutant,8,7,90163,243698,273716.326697204,133559.974981914,28169,30302.1363197764,25737.1077170618,0.124129693748826,0.110741503856165,0.0718033248066973,0.248006388429844,0.314652351851646,0.0893603806439449,5.54551201712454e-05,90163
74,DGY#2084_T7_A06,DGY#2084,DNA_repair_mutant,9,7,92920,251871.5,284555.107544124,134984.621266896,42647,45939.225193715,29109.6993963967,0.16654981736682,0.165619397244708,0.0790778256473656,0.112236332328885,0.338947481704692,0.291358157554886,0.000139905294877314,92920
75,DGY#2086_T7_B06,DGY#2086,DNA_repair_mutant,10,7,92573,238860,266370.981981787,122592.986117522,33826,35828.2220517862,25818.5774452688,0.14613160573379,0.136125127870688,0.0747679955780527,0.178767027102935,0.330928024369957,0.161008069307465,0.000162034286455014,92573
76,DGY#2089_T7_C06,DGY#2089,DNA_repair_mutant,11,7,92874,243951.5,277961.502756423,134665.350596968,68813,74820.9023408058,50185.0729848584,0.27708053658214,0.273445946169196,0.132564832671557,0.123069965760062,0.0320541809333075,0.707259297542908,0.0115640545254861,92874
77,DGY#2090_T7_D06,DGY#2090,DNA_repair_mutant,12,7,90352,232780.5,260275.305726492,120994.972307736,35006,36891.1477997167,28248.681861638,0.155027528082526,0.142642345101903,0.0859739954120144,0.211483973791394,0.284210642819196,0.21105232867009,0.000309899061448557,90352
78,DGY#1972_T7_E06,DGY#1972,GAP1_location_mutant,13,7,92154,255969.5,289720.292825054,139309.483593634,74196,79352.466870673,58017.787002527,0.293650663776904,0.27829969105959,0.155801128894411,0.17119170084858,0.0262278360136294,0.659331119647547,0.0318054560843805,92154
79,DGY#2135_T7_F06,DGY#2135,GAP1_location_mutant,14,7,92318,268368.5,300627.441647349,136480.640710231,44160,46052.96235837,29593.9510291988,0.160273271083244,0.157644102157227,0.0810935454949449,0.135152407981109,0.388873242487922,0.283108386230204,8.66569899694534e-05,92318
80,DGY#2143_T7_G06,DGY#2143,GAP1_location_mutant,15,7,87027,305457,340059.976398129,160729.459412956,42882,47365.7490319096,40578.8069373116,0.156066754473435,0.13250131556123,0.0851445656548928,0.247038275477725,0.40118583887759,0.190159375825893,6.89441207900996e-05,87027
81,DGY#2144_T7_H06,DGY#2144,GAP1_location_mutant,16,7,90086,240445,273084.201485247,135263.264313073,29541,32406.3671824701,24034.7677110786,0.125980506029686,0.119488726666345,0.0655079280651352,0.163987745043625,0.333581244588504,0.0879492928978976,8.88040317030393e-05,90086
82,DGY#1657_T7_A07,DGY#1657,Wild_Type,17,7,92218,256786,291393.856264504,140623.965779797,38270,40720.6483766727,28630.9260540711,0.1488555678987,0.143419656983247,0.0778924090117118,0.160825435381379,0.360396018130951,0.201121256153896,0.000249409009087163,92218
83,DGY#2076_T7_B07,DGY#2076,Genomic_Architecture_Mutant,18,7,91502,236785,266292.456263251,123283.189829804,43273,45566.0113112282,29095.46134683,0.179018469357699,0.176652294949735,0.0909487850746882,0.133177416887063,0.270933968656423,0.344538917182138,0.000994513781119538,91502
84,DGY#2071_T7_C07,DGY#2071,Genomic_Architecture_Mutant,19,7,92475,256041,289464.319221411,141354.730474284,36268,39657.3344255204,30062.7378360638,0.143732875764537,0.137409699347255,0.0751729484046348,0.168769937821033,0.363860502838605,0.179767504731008,0.000108137334414707,92475
85,DGY#2150_T7_D07,DGY#2150,Genomic_Architecture_Mutant,20,7,92847,258527,298503.763740347,153051.105488974,39948,44967.7224896873,30603.3195167424,0.151393893419306,0.153122802747128,0.0704910588616283,0.0975044966450181,0.391461221148772,0.216334399603649,0.00016155610843646,92847
86,DGY#2084_T7_E07,DGY#2084,DNA_repair_mutant,21,7,92188,247435.5,281627.240671237,134945.924044128,42623,45801.1194081659,28381.3833423258,0.167696597033515,0.168009574459992,0.0795653224308084,0.106412982166876,0.331811081702608,0.298683125786436,0.000216947975875385,92188
87,DGY#2086_T7_F07,DGY#2086,DNA_repair_mutant,22,7,91421,233487,262572.465265092,122719.368391053,34835,37056.3623346933,23215.3237423066,0.147147985330945,0.14549854936142,0.0705386452970811,0.118561380864353,0.333227595410245,0.176502116581529,5.46920291836668e-05,91421
88,DGY#2089_T7_G07,DGY#2089,DNA_repair_mutant,23,7,87166,295005.5,325663.886045018,149294.565920001,24110,24828.459869674,14591.5536916426,0.0810458293504071,0.0822586351271743,0.0450751473608276,0.13485762797421,0.154911318633412,0.0101989307757612,0,87166
89,DGY#2090_T7_H07,DGY#2090,DNA_repair_mutant,24,7,90672,318079.5,349070.328734339,160720.507865669,20241,21224.8142094583,15074.552405881,0.0663409456224821,0.063108593344985,0.0376191356032602,0.197326627845421,0.0927629257102523,0.00175357331921652,0,90672
90,DGY#1972_T7_A08,DGY#1972,GAP1_location_mutant,25,7,93620,271437,309411.024951933,161683.570395825,65510,75564.7892757958,56870.2144787659,0.252334785840992,0.244240501879611,0.116954089807107,0.127697073274941,0.0629566331980346,0.675988036744285,0.0054689168980987,93620
91,DGY#2135_T7_B08,DGY#2135,GAP1_location_mutant,26,7,90020,231322.5,261592.61424128,124777.998837531,39566,41453.405532104,29114.0800773023,0.170380906815739,0.163312587459019,0.0933169437507209,0.172950455454343,0.263085980893135,0.292301710730949,0.000533214841146412,90020
92,DGY#2143_T7_C08,DGY#2143,GAP1_location_mutant,27,7,91188,247127,276169.337906303,128799.836819749,30601,32494.772689389,27654.2203229013,0.132988557315389,0.118228777163603,0.0808929738120524,0.267524235645041,0.306959249023994,0.134019827170242,0.000153528973110497,91188
93,DGY#2144_T7_D08,DGY#2144,GAP1_location_mutant,28,7,95239,284489,317658.075557282,151330.755806728,35673,40791.9041779103,28959.6762857606,0.130047542006482,0.127736255888344,0.0603018189074868,0.119415365554027,0.461544115330904,0.0965150831067105,0.000178498304266109,95239
94,DGY#2084_T7_E08,DGY#2084,DNA_repair_mutant,29,7,97183,305148,334283.003416235,144291.832507366,55303,59530.5077431238,40133.4054247055,0.18847799109424,0.176959858345923,0.0876844773117475,0.154059866437546,0.325962359671959,0.393885761913092,8.23189240916621e-05,97183
95,DGY#2086_T7_F08,DGY#2086,DNA_repair_mutant,30,7,89944,248600,281515.257059948,135632.501008328,41790,44053.5329204839,32800.5512724086,0.165619434557017,0.16322712610641,0.0987074640152099,0.158009428088588,0.294961309259095,0.301109579293783,0.0010784488125945,89944
96,DGY#2089_T7_G08,DGY#2089,DNA_repair_mutant,31,7,92992,271102.5,300615.607181263,136014.421014804,39848,42406.4969567275,27661.1786380215,0.144436633765608,0.144040625737125,0.0715425381508939,0.128365880935994,0.42243418788713,0.198135323468685,5.37680660701996e-05,92992
97,DGY#2090_T7_H08,DGY#2090,DNA_repair_mutant,32,7,92414,285338,318996.719274136,149129.526535131,40763,43647.6488519056,29601.4501310953,0.140449213713189,0.139427469192355,0.0715972634243086,0.137641482892202,0.447443028112624,0.184030558140541,4.32834851862272e-05,92414
98,DGY#1_T8_A04,DGY#1,0_Copy_Control,1,8,89638,303865.5,334871.675952163,153114.612641254,538,838.595350186305,1645.42493223181,0.00167611056257055,0.00275095626525501,0.0041533128337276,0.991387581159776,2.23119659073161e-05,6.69358977219483e-05,0,89638
