Generation,Sample,Well,Nutrient,Pump,Strain,Population,FSC_median,FSC_mean,FSC_sd,FL1_median,FL1_mean,FL1_sd,normalizedGFP_median,normalizedGFP_mean,normalizedGFP_sd,PopProp_0copy,PopProp_1copy,PopProp_2copy,PopProp_3plus,Cells counted,Proportion_total,
29,ur_h_bc03 C07 17 Urea DGY1706bc Experimental,,,,,,255006,301266.1829,168291.8479,44666,52891.92907,35940.45184,0.1706405217,0.1769254217,0.0575847308,0.02832230536,0.8820728465,0.07859748933,0,16171,0.9889926411,
29,ur_h_bc07 C08 21 Urea DGY1706bc Experimental,,,,,,367806,428372.4715,227107.4053,69014,86562.58181,66944.07641,0.1916146988,0.1895546564,0.07965073022,0.08975069252,0.7251154201,0.1819482918,0,21660,0.9968144044,
29,ur_h_ctrl2 D06 14 Urea DGY1315 2_copy_ctrl,,,,,,296683,328283.2238,150446.4307,101647,113541.562,56672.33883,0.3335360881,0.3533820777,0.1044508534,0.005343438322,0.3815023364,0.6163475151,1.06E-05,93947,1.003203934,
29,ur_h_bc04 D07 18 Urea DGY1706bc Experimental,,,,,,246582,292369.0449,167576.669,37760,44374.93217,36853.94748,0.157486274,0.1500603164,0.0738697601,0.1428571429,0.7787267081,0.07069303694,0,24472,0.9922768879,
29,ur_h_bc08 D08 22 Urea DGY1706bc Experimental,,,,,,316738,355240.2619,180365.1366,35997,43371.25672,41585.84605,0.1470708917,0.1271694955,0.08634027938,0.2654493119,0.6911336991,0.04182783125,0,33351,0.9984108423,
29,ur_h_bc01 E06 15 Urea DGY1706bc Experimental,,,,,,253956.5,299157.0191,166543.7875,35119,41544.73405,33243.29016,0.1540840414,0.1454929411,0.07249555682,0.1466745038,0.7822941629,0.06259890582,2.26E-05,44234,0.9915901795,
29,ur_h_bc05 E07 19 Urea DGY1706bc Experimental,,,,,,240364,278634.4151,144319.1423,44112,49279.83661,31566.87026,0.176382458,0.1789982505,0.07323242344,0.07289046917,0.8314977018,0.08650594051,0,23062,0.9908941115,
29,ur_h_ctrl0 F05 12 Urea DGY1 0_copy_ctrl,,,,,,292962,323571.5149,151725.3685,860,1240.409133,1996.4483,0.002766585378,0.004222502932,0.006452140393,0.9983036913,0.002664141283,3.12E-05,0,96091,1.000999053,
29,ur_h_bc02 F06 16 Urea DGY1706bc Experimental,,,,,,294840,340031.1204,184326.4802,34111,41936.14763,45025.28266,0.1346963769,0.1140159969,0.08628252558,0.3276353276,0.6298886299,0.04273504274,0,3861,1.000259,
29,ur_h_bc06 F07 20 Urea DGY1706bc Experimental,,,,,,314711,356247.6743,171895.0822,44913,50250.40651,39639.83792,0.1528613744,0.1427489445,0.07910105268,0.1757360876,0.7851086789,0.03992600586,0,6487,1.000770772,
29,mix_h_ctrl2,C09,Gln_Urea,25,DGY1315,2_copy_ctrl,293302.5,325549.4211,151593.4483,90675.5,103228.2184,54090.03035,0.3033618189,0.3223143587,0.09408511019,0.005073555947,0.298395143,0.7050650646,0.0005625490904,94214,1.009096313,
29,mix_h_bc04,C10,Gln_Urea,29,DGY1706bc,Experimental,259483,291713.2549,135147.672,49448,55671.22495,28585.97574,0.1843410056,0.1955928305,0.06070002964,0.005339914264,0.8780116797,0.1205097384,9.57E-05,94009,1.003957068,
29,mix_h_bc01,D09,Gln_Urea,26,DGY1706bc,Experimental,241285,270158.9255,124683.5065,41722,46830.80045,24186.86326,0.1684893572,0.1763424971,0.05241276903,0.01108635855,0.9379896039,0.05252423834,0.000115047117,95613,1.001715248,
29,mix_h_bc05,D10,Gln_Urea,30,DGY1706bc,Experimental,244287,273915.3684,125453.8392,44144,49415.12205,25321.55386,0.1746573147,0.1844084995,0.05777175884,0.01128943932,0.9152449556,0.07561396857,0.0001158431273,94956,1.002264207,
29,mix_h_ctrl0,E08,Gln_Urea,23,DGY1,0_copy_ctrl,259626,284042.7673,129293.3504,834,1263.123141,1424.450275,0.003068678301,0.004942072174,0.006005057819,0.9993441667,0.001655198259,0,0,96061,1.000999365,
29,mix_h_bc02,E09,Gln_Urea,27,DGY1706bc,Experimental,249137,277363.3492,120657.1944,50001,54790.3955,25905.89032,0.1911553016,0.2032159744,0.06788048737,0.01644712202,0.8524039336,0.1361462157,0.000160511926,93451,1.005157783,
29,mix_h_bc06,E10,Gln_Urea,31,DGY1706bc,Experimental,240570,269177.3849,122026.7249,43524,48507.82308,24307.93877,0.1747602643,0.1841827715,0.05602561507,0.01152985897,0.9208661045,0.0697987,3.15E-05,95231,1.002226166,
29,mix_h_ctrl1,F08,Gln_Urea,24,DGY500,1_copy_ctrl,288825,318540.3534,142412.8193,50540,56534.2314,27488.06992,0.1720735463,0.182225746,0.05657527443,0.004662127876,0.8964394452,0.1028311062,0,94592,1.003932679,
29,mix_h_bc03,F09,Gln_Urea,28,DGY1706bc,Experimental,251743,281297.7867,128835.6107,40577,46004.33133,24145.52089,0.1578270054,0.1661044364,0.04921977782,0.006325913542,0.9566576886,0.03790388326,0.0001135155774,96903,1.001001001,
29,mix_h_bc07,F10,Gln_Urea,32,DGY1706bc,Experimental,253935,285359.8173,131378.4527,41548,46685.29827,24766.70743,0.1597562764,0.1672798545,0.05388404133,0.01875731494,0.9395540088,0.04300407047,6.21E-05,96549,1.001377539,
37,gln_h_ctrl0,C03,Glutamine,1,DGY1,0_copy_ctrl,252029,291365.4901,152063.6586,1034,1323.610958,1323.538267,0.003775829519,0.005083542989,0.005420352111,0.9987852771,0.001898741641,0,0,84793,1.000684019,
37,gln_h_bc02,C04,Glutamine,5,DGY1706bc,Experimental,280447,311264.3587,152303.4467,41469,46496.8995,25374.53692,0.144646403,0.1619640438,0.07850613573,0.00680369084,0.9129905137,0.08190347831,2.59E-05,77164,1.001723602,
37,gln_h_bc06,C05,Glutamine,9,DGY1706bc,Experimental,137398,154376.7058,60473.09263,33916,38742.05438,22989.54305,0.2370829019,0.253269952,0.1067691157,0.02797767943,0.7310756206,0.2442947855,0.000307869925,25985,1.003655955,!!!!!!!!!
37,gln_h_ctrl1,D03,Glutamine,2,DGY500,1_copy_ctrl,260913,297522.6691,144388.634,51722,57562.68392,28058.68652,0.1901513092,0.2026197225,0.06859484537,0.006331553158,0.8496944337,0.1502615207,0,90815,1.006287508,
37,gln_h_bc03,D04,Glutamine,6,DGY1706bc,Experimental,277915,312707.0691,151298.8863,52954,58862.61239,29965.38378,0.1863515758,0.2022792989,0.08144620058,0.008066448367,0.8408388194,0.1561262793,4.56E-05,87647,1.005077185,
37,gln_h_bc07,D05,Glutamine,10,DGY1706bc,Experimental,279951,312085.7869,148398.1337,45333,50281.4637,24680.05595,0.15984429,0.1697456168,0.05862982633,0.007939706155,0.9412527092,0.05294226559,0,91817,1.002134681,
37,gln_h_ctrl2,E03,Glutamine,3,DGY1315,2_copy_ctrl,244604.5,277398.4471,139231.8736,83648,95462.87158,53315.54566,0.3336120682,0.3531767454,0.1150122128,0.01237162543,0.2382783724,0.7578649738,8.67E-05,92308,1.008601638,
37,gln_h_bc04,E04,Glutamine,7,DGY1706bc,Experimental,273819,307283.1027,147630.5514,48634,54006.97311,27130.50796,0.1743482435,0.1869333123,0.07133632365,0.009702219089,0.8955472745,0.09849934535,1.12E-05,89361,1.00376003,
37,gln_h_bc08,E05,Glutamine,11,DGY1706bc,Experimental,294532,329534.0388,159860.4892,42055,47872.12691,27233.49952,0.1432466805,0.1487370754,0.04832014794,0.02177174781,0.9580633147,0.02052673583,0,93975,1.000361798,
37,gln_h_bc01,F03,Glutamine,4,DGY1706bc,Experimental,281168,317691.0488,155150.5871,47748,53528.41616,27205.72732,0.1657991911,0.1788994841,0.06745681427,0.008218725932,0.9089558807,0.08631312576,1.10E-05,90890,1.003498735,
37,gln_h_bc05,F04,Glutamine,8,DGY1706bc,Experimental,275669,308773.2691,145757.0327,48974,54134.62875,25784.17208,0.1742794793,0.1881938364,0.07184621594,0.006001959824,0.8874771725,0.1103291613,0,89804,1.003808294,
37,ur_h_ctrl1 C06 13 Urea DGY500 1_copy_ctrl,,,,,,305000,340200.797,155459.4899,61522,68076.358,33289.3881,0.1971648374,0.2062628245,0.06442384267,0.0101549448,0.8997171902,0.08712505869,0,91581,0.9969971937,
37,ur_h_bc03 C07 17 Urea DGY1706bc Experimental,,,,,,263815,309752.3532,171602.7994,45496,52796.06338,39302.32356,0.1705774425,0.1696445834,0.07666141258,0.09811090798,0.8156176547,0.0797423174,0,11487,0.9934708801,
37,ur_h_bc07 C08 21 Urea DGY1706bc Experimental,,,,,,264764,313296.6415,171859.699,50767,59659.53855,40854.17001,0.1869277311,0.1924716175,0.07352454698,0.04839040394,0.8341193357,0.1108263277,0,9754,0.9933360673,
37,ur_h_ctrl2 D06 14 Urea DGY1315 2_copy_ctrl,,,,,,297113,328088.3349,144789.7192,102001.5,113598.5968,55826.77137,0.3354746824,0.3552381663,0.111427985,0.005283218634,0.3877183695,0.6094123875,1.06E-05,94450,1.002424563,
37,ur_h_bc04 D07 18 Urea DGY1706bc Experimental,,,,,,262458.5,307883.9589,171048.4038,42002,48282.49976,38373.05992,0.1580692114,0.1536485056,0.08124054364,0.1501547988,0.7764348654,0.0657299357,0,16796,0.9923195999,
37,ur_h_bc08 D08 22 Urea DGY1706bc Experimental,,,,,,320843,365717.4308,189769.5563,41501,48949.42828,45628.11391,0.1440929437,0.1378834215,0.09002461125,0.2094233353,0.7263630386,0.06149755554,0,34977,0.9972839294,
37,ur_h_bc01 E06 15 Urea DGY1706bc Experimental,,,,,,281945,324736.6488,172067.8982,28091,33606.95053,35620.93004,0.1358238789,0.1143663681,0.0949757664,0.3626914247,0.5836465928,0.04939828948,0,39637,0.995736307,
37,ur_h_bc05 E07 19 Urea DGY1706bc Experimental,,,,,,267255,313319.8708,168438.9977,47084,55251.27444,39250.66882,0.1734146059,0.1767079607,0.07324081711,0.07048391183,0.8449961996,0.07737522169,0,19735,0.9928553332,
37,ur_h_ctrl0 F05 12 Urea DGY1 0_copy_ctrl,,,,,,313618.5,348133.9587,162724.7149,903,1259.331822,1345.638786,0.002714062096,0.004031947919,0.004653334292,0.9986635799,0.003009575923,0,0,95030,1.001673156,
37,ur_h_bc02 F06 16 Urea DGY1706bc Experimental,,,,,,283545,325826.3207,174517.2145,42263,48493.08686,44250.72543,0.1567080404,0.140261948,0.09554282236,0.2641982183,0.6767817372,0.06013363029,0,3592,1.001113586,
37,ur_h_bc06 F07 20 Urea DGY1706bc Experimental,,,,,,281026,326899.6847,164990.2149,48066.5,54546.60337,39503.77509,0.1680693502,0.1655127584,0.08246985503,0.1273757919,0.8006002001,0.06835611871,0,5998,0.9963321107,
37,mix_h_ctrl2,C09,Gln_Urea,25,DGY1315,2_copy_ctrl,313273.5,348472.3692,159653.836,96276,109410.4395,57652.28959,0.301004176,0.3189517626,0.09680842121,0.007609785879,0.29208277,0.7081897868,0.0005560158737,91724,1.008438359,
37,mix_h_bc04,C10,Gln_Urea,29,DGY1706bc,Experimental,268834,302179.6903,141421.3493,51080,57869.12603,31495.59545,0.1844725479,0.1968417759,0.06854928952,0.007763284867,0.866289345,0.1291242451,0.0004662307951,92229,1.003643106,
37,mix_h_bc01,D09,Gln_Urea,26,DGY1706bc,Experimental,263020,294358.7664,136969.491,44273,50310.90705,27856.20063,0.163156101,0.1732769201,0.05715480672,0.01045641561,0.9296830033,0.06137414995,0.0001918608369,93818,1.00170543,
37,mix_h_bc05,D10,Gln_Urea,30,DGY1706bc,Experimental,245530,275540.892,129588.3722,46250,52628.06437,29265.59909,0.1821340994,0.194872353,0.06740094569,0.009345894559,0.8817294192,0.110789578,0.0004072752216,93303,1.002272167,
37,mix_h_ctrl0,E08,Gln_Urea,23,DGY1,0_copy_ctrl,277703,305964.5463,139522.9571,870,1341.681279,1684.792593,0.002979651968,0.004882468076,0.006104181236,0.9984732665,0.002980267492,1.05E-05,0,95629,1.001463991,
37,mix_h_bc02,E09,Gln_Urea,27,DGY1706bc,Experimental,261136,291546.9179,130717.2435,53507,59770.95411,30485.05289,0.1966047433,0.211188502,0.07308816673,0.006867434754,0.8287460453,0.1689216184,0.0003995205753,92611,1.004934619,
37,mix_h_bc06,E10,Gln_Urea,31,DGY1706bc,Experimental,247265.5,278855.1816,131722.342,46953,53213.93535,29047.71154,0.1833273479,0.1948598771,0.06516448597,0.01072277037,0.8798557456,0.1122359438,0.0002675341909,93446,1.003081994,
37,mix_h_ctrl1,F08,Gln_Urea,24,DGY500,1_copy_ctrl,293638,324301.7849,140572.0981,51695,57488.80779,27268.86815,0.1724042077,0.1826032411,0.05847202795,0.00652350601,0.8941801771,0.103189032,2.14E-05,93508,1.003914104,
37,mix_h_bc03,F09,Gln_Urea,28,DGY1706bc,Experimental,269088,304127.1519,145416.9205,46609,54939.37086,33472.21256,0.1683144117,0.1812239253,0.06462500332,0.007556135882,0.883704005,0.1110944624,0.0001498383886,93434,1.002504442,
37,mix_h_bc07,F10,Gln_Urea,32,DGY1706bc,Experimental,300997,333770.124,153904.5937,51145,59668.84542,35028.13664,0.16892198,0.1797482743,0.065050871,0.0100245607,0.8454151602,0.1480599155,6.32E-05,94867,1.003562883,
45,gln_h_ctrl0,C03,Glutamine,1,DGY1,0_copy_ctrl,263365,299733.7498,150553.7945,1151,1741.29696,5889.818198,0.004052577505,0.006337247928,0.01996415574,0.992194105,0.006300306908,0.001563495281,0,86345,1.000057907,
45,gln_h_bc02,C04,Glutamine,5,DGY1706bc,Experimental,288114,321595.7952,152393.0774,52031,58020.23793,29461.5161,0.1790941904,0.1933695717,0.07541815969,0.003294722704,0.8853620177,0.1154645329,3.44E-05,87109,1.004155713,
45,gln_h_bc06,C05,Glutamine,9,DGY1706bc,Experimental,445583,473631.4495,197132.963,51785,58159.84332,30935.15755,0.1170802796,0.1242710948,0.04164374039,0.009526725468,0.9749879297,0.01563843192,0,84919,1.000153087,
45,gln_h_ctrl1,D03,Glutamine,2,DGY500,1_copy_ctrl,271014,308144.8907,150828.696,56687,63305.31422,31524.55155,0.2008296537,0.2151260498,0.07304210752,0.002688928141,0.8055871201,0.1980018676,0,88883,1.006277916,
45,gln_h_bc03,D04,Glutamine,6,DGY1706bc,Experimental,282335.5,317053.0761,150325.247,55915,64422.83454,37260.5907,0.1951136585,0.2178834789,0.1003312832,0.003110277638,0.8035722453,0.1982001555,0.0002515665737,87452,1.005134245,
45,gln_h_bc07,D05,Glutamine,10,DGY1706bc,Experimental,287019,320680.879,151771.4728,48340,54114.60481,27209.0209,0.1670048122,0.1791975683,0.0668785806,0.004236862937,0.922041722,0.07625238324,1.11E-05,89689,1.002542118,
45,gln_h_ctrl2,E03,Glutamine,3,DGY1315,2_copy_ctrl,267402,301622.0989,149010.6059,94051,106589.3837,56838.52026,0.3442538311,0.3639445421,0.1144787409,0.007258330584,0.1945452546,0.8036181678,0.0001649620587,90930,1.005586715,
45,gln_h_bc04,E04,Glutamine,7,DGY1706bc,Experimental,284659.5,318958.3273,151500.9314,51831,59712.61844,36718.28295,0.1805596534,0.1993475007,0.09185003186,0.005402717182,0.8685828605,0.1292809187,4.52E-05,88474,1.003311707,
45,gln_h_bc08,E05,Glutamine,11,DGY1706bc,Experimental,354842,387819.3196,176601.2156,44896,51022.84081,28401.04841,0.1282619221,0.1350909824,0.04728961609,0.01723383302,0.9630703578,0.02001313054,0,91390,1.000317321,
45,gln_h_bc01,F03,Glutamine,4,DGY1706bc,Experimental,293736.5,331376.7888,160840.1398,51648,58773.01684,32277.66255,0.1725535446,0.1879437181,0.07435725797,0.003347082291,0.8936709717,0.1064191854,1.13E-05,88734,1.003448509,
45,gln_h_bc05,F04,Glutamine,8,DGY1706bc,Experimental,294451,328106.3787,152045.4771,53261,59779.87813,31471.33673,0.1792512832,0.1949641242,0.07955641056,0.003656223578,0.8735860698,0.1269052353,0,87522,1.004147529,
45,ur_h_ctrl1 C06 13 Urea DGY500 1_copy_ctrl,,,,,,280311,316204.2958,163359.1883,62485,69127.35211,39841.80438,0.2057115852,0.2184526177,0.05672987614,0,0.9014084507,0.07042253521,0,71,0.9718309859,
45,ur_h_bc03 C07 17 Urea DGY1706bc Experimental,,,,,,262497,310635.9167,181617.3612,58062,69952.34524,49745.75345,0.2158893285,0.2244944653,0.0878331036,0.02380952381,0.75,0.2142857143,0,84,0.9880952381,
45,ur_h_bc07 C08 21 Urea DGY1706bc Experimental,,,,,,240703,318908.0133,198806.3219,61801,72155.12,53429.37925,0.2167925185,0.2298877465,0.07318994183,0,0.7866666667,0.2133333333,0,75,1,
45,ur_h_ctrl2 D06 14 Urea DGY1315 2_copy_ctrl,,,,,,265254.5,280247.5595,119356.1927,89516.5,104401.1905,56596.29146,0.3804655983,0.3731131934,0.1037495576,0.0119047619,0.2738095238,0.7142857143,0,84,1,
45,ur_h_bc04 D07 18 Urea DGY1706bc Experimental,,,,,,263665,342489.2933,212599.6179,51909,66906.78667,62398.07277,0.1815333477,0.1789435574,0.09741891621,0.1466666667,0.6266666667,0.2266666667,0,75,1,
45,ur_h_bc08 D08 22 Urea DGY1706bc Experimental,,,,,,261070.5,319694.3684,182389.7234,56667,62135.51316,40521.04853,0.1922159993,0.2003012218,0.09002498587,0.06578947368,0.7236842105,0.2105263158,0,76,1,
45,ur_h_bc01 E06 15 Urea DGY1706bc Experimental,,,,,,200678,252308.5441,176271.8794,39274.5,51356.10294,54733.7664,0.1978311611,0.1949640699,0.1042745051,0.1323529412,0.6323529412,0.2352941176,0,68,1,
45,ur_h_bc05 E07 19 Urea DGY1706bc Experimental,,,,,,275766,352182.7792,228165.65,50608,79943.2987,83606.90162,0.1834985488,0.2060157294,0.1181951747,0.09090909091,0.6363636364,0.2597402597,0,77,0.987012987,
45,ur_h_ctrl0 F05 12 Urea DGY1 0_copy_ctrl,,,,,,266699.5,305676.8718,150800.8192,1074,1589.24359,1622.437858,0.00400539315,0.005858492984,0.006496316323,0.9871794872,0.01282051282,0,0,78,1,
45,ur_h_bc02 F06 16 Urea DGY1706bc Experimental,,,,,,244156,291736.5775,172147.3361,41854,47652.83099,46839.91496,0.1641422707,0.1476443396,0.1083371878,0.2957746479,0.5915492958,0.08450704225,0,71,0.9718309859,
45,ur_h_bc06 F07 20 Urea DGY1706bc Experimental,,,,,,247854,275293.2771,125773.8253,43657,47399.25301,26256.75184,0.1761569664,0.1787529447,0.08680203808,0.06024096386,0.8795180723,0.06024096386,0,83,1,
45,mix_h_ctrl2,C09,Gln_Urea,25,DGY1315,2_copy_ctrl,304751,343988.799,173350.2004,91757,101380.4529,63584.9051,0.3131212915,0.3170227822,0.1454124704,0.0790223284,0.2070316089,0.7147156115,0.003882201599,87064,1.00465175,
45,mix_h_bc04,C10,Gln_Urea,29,DGY1706bc,Experimental,283128,313575.8044,145733.4029,51268.5,57362.05905,29062.82346,0.1813069883,0.1948310285,0.07396054637,0.003218531222,0.8791758681,0.1192266128,0.0005520838228,85132,1.002173096,
45,mix_h_bc01,D09,Gln_Urea,26,DGY1706bc,Experimental,290987,323362.3199,151758.0227,51011,57266.1468,29966.0863,0.1740590872,0.1880112945,0.0738152605,0.006027944575,0.8814504233,0.1139734492,0.0006736431317,86099,1.00212546,
45,mix_h_bc05,D10,Gln_Urea,30,DGY1706bc,Experimental,274632.5,305109.2866,140802.0124,54724,63371.40171,37112.14873,0.1976628074,0.220357231,0.09932854753,0.003024074468,0.794599192,0.2027665556,0.002634252368,84654,1.003024074,
45,mix_h_ctrl0,E08,Gln_Urea,23,DGY1,0_copy_ctrl,258701,290149.3174,137788.292,1169,1720.946753,5557.895189,0.004258141571,0.006398039723,0.01981580744,0.9930850405,0.005315734348,0.001700584506,0,88793,1.000101359,
45,mix_h_bc02,E09,Gln_Urea,27,DGY1706bc,Experimental,281621.5,311831.3094,142438.4884,55182.5,63569.00599,36645.3614,0.1941710414,0.2164156461,0.09690685598,0.003188134999,0.8022422048,0.1953404181,0.002172135934,85630,1.002942894,
45,mix_h_bc06,E10,Gln_Urea,31,DGY1706bc,Experimental,272586.5,301963.1204,140163.627,50983,58867.61134,36047.37912,0.1867315384,0.20578743,0.09296954847,0.005873560802,0.8484551251,0.1447021182,0.003024358346,85638,1.002055162,
45,mix_h_ctrl1,F08,Gln_Urea,24,DGY500,1_copy_ctrl,313682.5,342654.2353,158881.9298,51043.5,56204.16242,30112.69401,0.1520848947,0.1707417879,0.07075110649,0.008592252485,0.8756965185,0.1184527259,0,89732,1.002741497,
45,mix_h_bc03,F09,Gln_Urea,28,DGY1706bc,Experimental,270712,300331.1851,138292.5823,51059,59083.25399,36636.84335,0.187970919,0.2076108891,0.09490774269,0.005874315344,0.8449788034,0.1470564191,0.003480210681,85627,1.001389749,
45,mix_h_bc07,F10,Gln_Urea,32,DGY1706bc,Experimental,275561,307063.3337,144256.0192,52859,60526.75771,35809.56429,0.1908559286,0.2090006069,0.09079601767,0.004880733067,0.8341507764,0.1607531641,0.002476254277,83594,1.002260928,
54,gln_h_ctrl0,C03,Glutamine,1,DGY1,0_copy_ctrl,264697.5,300145.209,148714.7341,1068,1227.670856,1057.383989,0.003788589471,0.00444869512,0.003976723479,0.9998385646,0.0002306219875,0,0,86722,1.000069187,
54,gln_h_bc02,C04,Glutamine,5,DGY1706bc,Experimental,285558.5,316786.9356,146990.1722,52846,61762.47868,39081.39511,0.1861262411,0.2079609336,0.1071324043,0.01986041032,0.8250461224,0.1584609571,0.0004890084243,89978,1.003856498,
54,gln_h_bc06,C05,Glutamine,9,DGY1706bc,Experimental,460167,489798.7595,194324.0967,48108,55578.77417,33195.67095,0.1058214231,0.113554995,0.04784450099,0.03909792145,0.9429782724,0.01820644174,0,84915,1.000282636,
54,gln_h_ctrl1,D03,Glutamine,2,DGY500,1_copy_ctrl,278915,313557.7169,148465.9889,57336.5,64595.0313,32973.00312,0.2018470143,0.2128967037,0.07027122927,0.009076752421,0.8020500021,0.1944622211,0,93756,1.005588976,
54,gln_h_bc03,D04,Glutamine,6,DGY1706bc,Experimental,281491,312342.472,143477.1902,59482,74927.66664,54951.46354,0.2084773081,0.2516710786,0.1472505139,0.01204103672,0.7084989201,0.2809071274,0.0007991360691,92600,1.00224622,
54,gln_h_bc07,D05,Glutamine,10,DGY1706bc,Experimental,290207.5,321841.3488,148541.4539,49788,57511.76235,33354.82024,0.1710048539,0.1895371301,0.08821071529,0.01530289479,0.8732030279,0.1143626884,2.18E-05,91682,1.002890426,
54,gln_h_ctrl2,E03,Glutamine,3,DGY1315,2_copy_ctrl,277930,309257.7054,145377.7227,97295,108703.0628,55355.27171,0.34592528,0.3636744411,0.1198741376,0.01334925577,0.1916023372,0.799313345,0.0001599351729,93788,1.004424873,
54,gln_h_bc04,E04,Glutamine,7,DGY1706bc,Experimental,286780,317685.2943,146718.6842,55385,72517.53184,59809.58768,0.1903336626,0.2387606032,0.1556117656,0.01024373013,0.7734568174,0.2154494878,0.0004746555987,90592,0.9996246909,
54,gln_h_bc08,E05,Glutamine,11,DGY1706bc,Experimental,342370,373825.8787,164243.3248,44311.5,51129.66047,30648.50336,0.132723277,0.1403643409,0.05932724542,0.04294511322,0.9212512562,0.03648784451,0,93538,1.000684214,
54,gln_h_bc01,F03,Glutamine,4,DGY1706bc,Experimental,285576,320254.7732,150741.0466,51366,61133.88962,39333.10607,0.1765558024,0.2026418831,0.104470504,0.01293946373,0.8278975273,0.1615966277,0.0001303724306,92044,1.002563991,
54,gln_h_bc05,F04,Glutamine,8,DGY1706bc,Experimental,286627.5,318852.5854,145965.9679,53945,65168.13936,44201.47525,0.1873225363,0.2169443145,0.1179298523,0.01113536636,0.8018566294,0.1894555798,0.0002535776499,90702,1.002701153,
54,ur_h_ctrl1 C06 13 Urea DGY500 1_copy_ctrl,,,,,,197762,235719.7377,118004.9583,52128,72008.68852,65860.08848,0.2355611096,0.281469339,0.1536875136,0.01639344262,0.6229508197,0.3606557377,0,61,1,
54,ur_h_bc03 C07 17 Urea DGY1706bc Experimental,,,,,,256583,287406.618,131504.4374,63838,90017.17978,70619.73967,0.2468390805,0.3087031638,0.1932374945,0.01123595506,0.6629213483,0.3370786517,0,89,1.011235955,
54,ur_h_bc07 C08 21 Urea DGY1706bc Experimental,,,,,,231423,263043.4691,138571.551,41789,49956.77778,30785.83325,0.1875973409,0.1943877967,0.07298670491,0.02469135802,0.8271604938,0.1234567901,0,81,0.975308642,
54,ur_h_ctrl2 D06 14 Urea DGY1315 2_copy_ctrl,,,,,,273550,311813.4225,155607.7946,68608,71801.4507,43297.88519,0.2188334901,0.2381963583,0.1034162738,0,0.8028169014,0.1971830986,0,71,1,
54,ur_h_bc04 D07 18 Urea DGY1706bc Experimental,,,,,,272080,295317.0253,123491.6756,52894,64639.51899,39499.32622,0.1922629498,0.2216739934,0.1032141538,0,0.835443038,0.1898734177,0,79,1.025316456,
54,ur_h_bc08 D08 22 Urea DGY1706bc Experimental,,,,,,213183,253667.1325,133050.5224,53871,69740.3012,54834.52164,0.2349151685,0.2795495144,0.1443938468,0.01204819277,0.5903614458,0.3855421687,0,83,0.9879518072,
54,ur_h_bc01 E06 15 Urea DGY1706bc Experimental,,,,,,237419,254891.303,114923.6079,56184.5,62041.95455,35041.89164,0.23561604,0.2410575851,0.08334029198,0.01515151515,0.7878787879,0.1818181818,0,66,0.9848484848,
54,ur_h_bc05 E07 19 Urea DGY1706bc Experimental,,,,,,237060,256898.3582,93262.70556,51299,58052.46269,34331.83243,0.2006788935,0.221114081,0.09801075534,0.01492537313,0.8358208955,0.1492537313,0,67,1,
54,ur_h_ctrl0 F05 12 Urea DGY1 0_copy_ctrl,,,,,,236490,276832.8506,145651.4277,49102,59864.62069,42498.54113,0.1920205826,0.2181524398,0.08405933906,0,0.7701149425,0.2298850575,0,87,1,
54,ur_h_bc02 F06 16 Urea DGY1706bc Experimental,,,,,,181585,199758.5,106670.2964,30400,34413.97143,19634.89779,0.1717270881,0.1786930775,0.06013835947,0.02857142857,0.7428571429,0.2285714286,0,70,1,
54,ur_h_bc06 F07 20 Urea DGY1706bc Experimental,,,,,,226263,250951.2469,112995.1333,37504,42320.81481,23804.52065,0.1772328122,0.1734350465,0.06444022132,0.04938271605,0.8395061728,0.08641975309,0,81,0.975308642,
54,mix_h_ctrl2,C09,Gln_Urea,25,DGY1315,2_copy_ctrl,312029.5,349722.3334,163946.5567,104218,119041.1538,63056.13813,0.3304635137,0.349291241,0.1113225266,0.01105514769,0.1868704115,0.8088291788,0.001525951852,93712,1.00828069,
54,mix_h_bc04,C10,Gln_Urea,29,DGY1706bc,Experimental,298004,329096.7666,145543.3083,64212,83187.24555,67475.35384,0.2060175797,0.2567587086,0.1633595281,0.01374112507,0.684664118,0.279923539,0.02056799563,91550,0.9988967777,
54,mix_h_bc01,D09,Gln_Urea,26,DGY1706bc,Experimental,282514,314945.1669,146296.9944,49778,56063.72663,29689.34812,0.1714329816,0.1822200557,0.05849070113,0.005254582924,0.9002384523,0.09715044076,0.000118686678,92681,1.002762163,
54,mix_h_bc05,D10,Gln_Urea,30,DGY1706bc,Experimental,288953,319012.9466,143217.7644,59322,68510.29767,40137.04748,0.1956001189,0.2196153276,0.09334534769,0.006414045227,0.7516582387,0.2456929577,0.0006676736499,91362,1.004432915,
54,mix_h_ctrl0,E08,Gln_Urea,23,DGY1,0_copy_ctrl,291517,316326.4458,137345.3623,912,1242.543311,1495.359232,0.002991383095,0.004284108751,0.004928330149,0.9998027798,0.0005605206614,1.04E-05,0,96339,1.00037368,
54,mix_h_bc02,E09,Gln_Urea,27,DGY1706bc,Experimental,287861,316367.5403,139135.2656,64141,78248.55343,52762.22123,0.213998324,0.2524325478,0.1331237984,0.01015132479,0.6667741469,0.3190273408,0.007238239251,89939,1.003191052,
